,0
"378 Centre St,Jamaica Plain, MA 02130,",0.7386826253167185 -1.2410689753068536
"374 Congress St,Boston, MA 02210,",0.7391704422246569 -1.239989851320315
"1920 Beacon St,Brighton, MA 02135,",0.738934724164535 -1.2417644750511396
"888A Morton St,Mattapan, MA 02126,",0.7379640305031059 -1.2406288294494394
"473 Albany St,Boston, MA 02118,",0.738991026740875 -1.2402944496720314
"6 Clearway St,Boston, MA 02115,",0.7390911885686531 -1.240670089905621
"2 Ave De Lafayette,Boston, MA 02111,",0.7392347864055255 -1.2402352507217977
"102 Water St,Boston, MA 02109,",0.7393118147667331 -1.2401198207537236
"111 Brighton Ave,Allston, MA 02134,",0.7392229120579596 -1.2414392818142492
"145 Dartmouth St,Ste 1,Boston, MA 02116,",0.7391254415278881 -1.240473702840193
"429 Faneuil St,Brighton, MA 02135,",0.7391899218444383 -1.2420983565370458
"950 Hyde Park Ave,Hyde Park, MA 02136,",0.7377219035939704 -1.2412640708286355
"1696 Commonwealth Ave,Boston, MA 02135,",0.7390183647056134 -1.2417189874075094
"239 Meridian St,Boston, MA 02128,",0.739621006825041 -1.2398411335600816
"851 Harrison Ave,Boston, MA 02118,",0.7389037707502509 -1.2404811178715203
"618 Shawmut Ave,Roxbury, MA 02118,",0.7389156258991949 -1.2405668336090794
"260 W Broadway,Boston, MA 02127,",0.7389844224149853 -1.2400587621551713
"4515 Washington St,Roslindale, MA 02131,",0.7379270975908042 -1.2415475280071224
"433 Brookline Ave,Boston, MA 02215,",0.738967945634182 -1.2410452946795625
"188 Border St,East Boston, MA 02128,",0.7396044357964578 -1.2398714333485608
"225 Bowdoin St,Dorchester, MA 02122,",0.7383980310562237 -1.2403386370453688
"69 Bennington St,Boston, MA 02128,",0.7396197056820836 -1.2397965351617055
"405 Chelsea St,Boston, MA 02128,",0.7396906899680912 -1.2396330545339944
"351 Hanover St,Boston, MA 02113,",0.7394255212221713 -1.2400938362918195
"426 Belgrade Ave,West Roxbury, MA 02132,",0.7380525998539922 -1.2417718080519917
"330 Martin Luther King Blvd,Roxbury, MA 02119,",0.7386287059874719 -1.240596127215245
"360 Huntington Ave,Northeastern University,Boston, MA 02115,",0.7390256134019755 -1.2406444105323586
"710 American Legion Hwy,Roslindale, MA 02131,",0.7380004075280403 -1.2411289378386352
"74 Canal St,Boston, MA 02114,",0.7394130412453549 -1.2402000753560531
"338 Washington St,Brighton, MA 02135,",0.7391520124204204 -1.2418219801593342
"1723 Centre St,West Roxbury, MA 02132,",0.738076985594301 -1.241764221105733
"173 Portland St,Boston, MA 02114,",0.7394200784128989 -1.2402362926833612
"Ring Rd,Boston, MA 02199,",0.7391377740243827 -1.240560553041766
"406 Stuart St,Boston, MA 02116,",0.7391520220197313 -1.2404529020061676
"263 Washington Street 263 Washington St,Boston, MA 02108,",0.7393060577981955 -1.240176075333509
"1 Harborside Dr,Boston Logan Int'l Airport, Terminal C, Space No 48,Terminal C,East Boston, MA 02128,",0.7395155203416932 -1.2393943743061535
"263 Washington St,Boston, MA 02108,",0.7393060577981955 -1.240176075333509
"One Federal St,Ste 100D,Boston, MA 02110,",0.7392726827395741 -1.2401522149373048
"154 Berkeley St,Boston, MA 02116,",0.7391561270341321 -1.2404254785202957
"220 Columbia Rd,Dorchester, MA 02121,",0.7384274983226496 -1.2404933343036195
"327 Newbury St,Boston, MA 02115,",0.7391483751542594 -1.2406646436056905
"924 Morton St,Boston, MA 02126,",0.737958838148581 -1.2406068121209255
"417 Brookline Ave,Boston, MA 02215,",0.7389746232639003 -1.2410374319712825
"176 Federal St,Boston, MA 02110,",0.7392337418259681 -1.2401349143610945
"1 S Station,Ste 104A,Boston, MA 02110,",0.73920765089898 -1.2401215337943838
"24 Fleet St,Boston, MA 02113,",0.7394252140442227 -1.2400811364035171
"11 Blue Hill Ave,Roxbury, MA 02119,",0.7387316385254376 -1.2404767056791708
"202 Humboldt Ave,Dorchester, MA 02121,",0.7385188994702473 -1.2407275156013349
"28 Myrtle St,Boston, MA 02114,",0.7393317045388887 -1.240305517677483
"44 Province St,Boston, MA 02108,",0.7392908236918194 -1.2402072425506263
"2060 Centre St,West Roxbury, MA 02132,",0.7379445639732937 -1.2419258359764742
"11 Dorchester St,Boston, MA 02127,",0.7389483324967129 -1.2399208060951061
"170 Marion St,East Boston, MA 02128,",0.7396253177882933 -1.2397805444550987
"109 Brighton Ave,Allston, MA 02134,",0.7392228396267957 -1.2414383384637888
"16 Bennington St,East Boston, MA 02128,",0.7396124931089497 -1.2398299433815827
"735 Morrissey Blvd,Dorchester, MA 02122,",0.7382180989549831 -1.2400107306941563
"674 Centre St,Jamaica Plain, MA 02130,",0.7385095523594384 -1.241149396588127
"660 Washington St,Boston, MA 02111,",0.7392028599701834 -1.2402454556619342
"545 Boylston St,Boston, MA 02116,",0.7391819797236772 -1.2404834871559798
"393 Huntington Ave,Ste 101,Boston, MA 02115,",0.7389917955584107 -1.240745440132753
"101 Causeway St,Boston, MA 02114,",0.7394308296410912 -1.2402413427935517
"264 Hanover St,Boston, MA 02113,",0.7394103639102824 -1.2401166704344235
"50 Beach St,Boston, MA 02111,",0.7391971038743105 -1.2402198403371674
"254 S Market St,Boston, MA 02109,",0.7393511780500177 -1.2401383901842997
"313 Old Colony Ave,Boston, MA 02127,",0.7388135695165139 -1.2400815910617875
"770 Blue Hill Ave,Boston, MA 02121,",0.7382687754624795 -1.2406735343129
"505 Washington St,Boston, MA 02111,",0.7392505336387017 -1.240234713160388
"300 Terminal C,Fl 2 Food Court,Terminal C,Boston, MA 02128,",0.7395125738819379 -1.2395072328755534
"73 Salem St,Boston, MA 02113,",0.7394048643778091 -1.2401344928640803
"96 Guest St,Boston, MA 02135,",0.7392905575291084 -1.2416588904853756
"949 Commonwealth Ave,Boston, MA 02215,",0.7392011224949132 -1.2412305273457414
"487 Washington St,Boston, MA 02124,",0.7382047061709679 -1.2404185068025986
"411 Brookline Ave,Boston, MA 02215,",0.7389769305891714 -1.2410323120479214
"1 Beacon St,Boston, MA 02108,",0.7393190988983663 -1.2402201588597557
"380 Huntington Ave,Churchill Hall At Northeastern University,Boston, MA 02115,",0.7389773215429237 -1.240713944793736
"655 Atlantic Ave,Boston, MA 02111,",0.739209007019809 -1.2401380201744985
"51 Melcher St,Boston, MA 02210,",0.7391581743053446 -1.2400309459702177
"200 Stuart St,Boston, MA 02116,",0.7391816865083629 -1.2403343862959757
"1 City Hall Square,Fl 3,Boston, MA 02108,",0.7393522182662523 -1.240172768807241
"1876 Centre St,West Roxbury, MA 02132,",0.7380507227523815 -1.241873021440644
"350 Longwood Ave,Longwood Galleria,Boston, MA 02228,",0.7389706447858703 -1.241024292260009
"659 Warren St,Boston, MA 02121,",0.7384658484423037 -1.2406059830895309
"39 Stanhope St,Boston, MA 02116,",0.7391405813864845 -1.2404380527448915
"580 Dorchester Ave,Boston, MA 02127,",0.7388204984736443 -1.2401525875651003
"1299 River St,Boston, MA 02136,",0.7375261963342857 -1.2413407501239928
"294 Newbury St,Boston, MA 02115,",0.7391511301564836 -1.240641143619977
"1 Central Wharf,New England Aquarium,Boston, MA 02110,",0.7393296878109382 -1.2400314468797131
"6 New St,Boston, MA 02128,",0.739536657680286 -1.2399343140708519
"686 Morton St,Boston, MA 02126,",0.7380302657482188 -1.2407680849071328
"11 Thacher St,Boston, MA 02113,",0.7394395877032776 -1.2401518580174729
"353 Cambridge St,Allston, MA 02134,",0.7392724811540455 -1.2414738323521217
"11 1/2 Thacher St,Boston, MA 02113,",0.7394389829466919 -1.2401528266752075
"1330 Boylston St,Boston, MA 02215,",0.7390685638655595 -1.2408776863481703
"226 Faneuil Marketplace,Boston, MA 02109,",0.7392247909048995 -1.241941930530171
"563 Columbus Ave,Boston, MA 02118,",0.7390146689709226 -1.2405812962799259
"1004 Bennington St,Boston, MA 02128,",0.7398086105210085 -1.2392778913758538
"688 Columbia Rd,Dorchester, MA 02125,",0.7386472597100853 -1.2402515067184507
"266 Bowdoin St,Dorchester, MA 02122,",0.7384184400638315 -1.240322415955301
"36 Central Sq,Boston, MA 02128,",0.7396168285068117 -1.2398440561139146
"1270 Boylston St,Boston, MA 02111,",0.7390794625740736 -1.240841598175227
"150 Huntington Ave,Boston, MA 02115,",0.7390775531838719 -1.240593868759193
"111 Blue Hill Ave,Boston, MA 02119,",0.7386681120313233 -1.2405160471458403
"775 Commonwealth Ave,Boston University George Sherman Union,Boston, MA 02215,",0.7391857025109718 -1.241064003736479
"5 Bellevue St,West Roxbury, MA 02132,",0.7380115226573817 -1.2418954489215324
"175 N St,Boston, MA 02109,",0.7394012314749713 -1.240099540027815
"1461 River St,Hyde Park, MA 02136,",0.7374589269815908 -1.241448278986543
"11 Elkins St,Boston, MA 02127,",0.7389851851238686 -1.2397907589945465
"115 Salem St,Boston, MA 02113,",0.7394223325056278 -1.2401285395460013
"371 Hanover St,Boston, MA 02113,",0.7394310102826689 -1.240088627356667
"18 Fairmount Ave,Hyde Park, MA 02136,",0.7375240591786166 -1.2412707842376032
"409 Chelsea St,East Boston, MA 02128,",0.7396926534635 -1.239631204484987
"258 Saratoga St,Boston, MA 02128,",0.7396637647737209 -1.2397211744625982
"119 Salem St,Boston, MA 02113,",0.7394239408265336 -1.2401282716379616
"250 Hanover St,Boston, MA 02113,",0.7394063924135694 -1.24011949001383
"470 Atlantic Ave,Boston, MA 02210,",0.7392474033906882 -1.24006122743274
"286 Hanover St,Boston, MA 02113,",0.7394138746400727 -1.240110663011138
"1263 River St,Hyde Park, MA 02136,",0.7375294662086391 -1.2413220419397402
"73 River St,Mattapan, MA 02126,",0.7378007017190393 -1.240444825495054
"1 Science Park,Boston, MA 02114,",0.7394753538629742 -1.24039071417959
"347 Centre St,Jamaica Plain, MA 02130,",0.7386945249715585 -1.2410179828947627
"450 Commercial St,Boston, MA 02109,",0.7394739523635849 -1.2400911528480947
"568 Cambridge St,Allston, MA 02134,",0.7392115787624618 -1.241613218709509
"225 Southampton St,Roxbury, MA 02118,",0.738842509693506 -1.240318168696566
"94 Peterborough St,Boston, MA 02215,",0.739050085192104 -1.2408909072172543
"55 Causeway St,Boston, MA 02114,",0.7394210854678772 -1.2402601644242055
"4249 Washington St,Roslindale, MA 02131,",0.7380486789718274 -1.2414142372121477
"243 Faneuil St,Brighton, MA 02135,",0.7392202050522896 -1.241955258737004
"134 W Broadway,Boston, MA 02127,",0.7390134236785012 -1.2401034452020163
"1245 Commonwealth Ave,Allston, MA 02134,",0.7391764278313268 -1.2414633944105302
"760 Washington St,Boston, MA 02111,",0.7391657725962433 -1.2402680629117353
"Quincy Market,Boston, MA 02108,",0.7393478985763535 -1.2401174357613003
"39 Poplar St,Roslindale, MA 02131,",0.7380533407462595 -1.24141037043519
"4168 Washington St,Roslindale, MA 02131,",0.7380863868103168 -1.2413676796816862
"145 Meridian St,Boston, MA 02128,",0.7395838941438265 -1.239840143085731
"10 Walk Hill St,Jamaica Plain, MA 02130,",0.7382258569435083 -1.2411822192500401
"1881 Center St,West Roxbury, MA 02132,",0.7380529794631041 -1.2418784118900388
"258 Dudley St,Roxbury, MA 02119,",0.7387964033306559 -1.2405394197225184
"485 Cambridge St,Allston, MA 02134,",0.739237421852696 -1.2415543129745898
"198 Marion St,Boston, MA 02128,",0.7396153214150024 -1.2397674920102877
"4 Yawkey Way,Boston, MA 02215,",0.7390991952665966 -1.240882148282403
"709 E Broadway,South Boston, MA 02127,",0.7389168144684156 -1.2398070097552112
"155 Portland St,Boston, MA 02115,",0.7394182004386238 -1.2402311247634459
"5 Tyler St,Boston, MA 02111,",0.7391900352908396 -1.240219978218178
"146 - 148 Belgrade Ave,Roslindale, MA 02131,",0.7380571499273519 -1.241547657161487
"85 Canal St,Boston, MA 02114,",0.7394206447722412 -1.240203043288446
"45 School St,Boston, MA 02108,",0.7393102230264553 -1.240195693706966
"168 Brighton Ave,Ste A,Allston, MA 02134,",0.7392225167408841 -1.2414799139519002
"92 Bedford St,Boston, MA 02111,",0.7392294055554417 -1.2401986136428043
"2 Copley Pl,Boston, MA 02116,",0.7391309771835891 -1.2405105088721455
"1265 Boylston St,Boston, MA 02215,",0.7390874387287555 -1.2408421418452888
"569 Columbus Ave,Boston, MA 02118,",0.7390129297503228 -1.2405849475087214
"1443 Commonwealth Ave,Brighton, MA 02135,",0.7391500087824392 -1.2416108886949577
"112 Stoughton St,Dorchester, MA 02125,",0.7385670723029314 -1.2402300452773034
"174 Brighton Ave,Allston, MA 02134,",0.73922300456041 -1.2414824211173707
"1336 Blue Hill Ave,Mattapan, MA 02126,",0.7379147179704197 -1.2407875976881702
"1331 Dorchester Ave,Boston, MA 02122,",0.7383894222196881 -1.2401916305804672
"223 Adams St,Boston, MA 02122,",0.7383239121588793 -1.2402071832094317
"201 Massachusetts Ave,Boston, MA 02115,",0.7390876926741612 -1.2406772640815116
"305 Meridian St,Boston, MA 02128,",0.7396468577692571 -1.2398415079332061
"270 Adams St,Dorchester, MA 02122,",0.7382975620504972 -1.2401813488458437
"350 Longwood Ave,Boston, MA 02215,",0.7389706447858703 -1.241024292260009
"42 Beach St,Ste 101,Boston, MA 02111,",0.739197156234188 -1.2402244898942942
"57 Broad St,Boston, MA 02109,",0.739310851344986 -1.2401056408262152
"31 Thacher St,Boston, MA 02113,",0.7394381111547305 -1.2401720261696443
"150 Tremont St,Boston, MA 02111,",0.7392572252310539 -1.2402660086592057
"51 Brookline Ave,Boston, MA 02215,",0.7391234640698457 -1.2408806560258927
"205 L St,Boston, MA 02127,",0.7388452463697728 -1.2397782825083883
"4 Kilmarnock St,Boston, MA 02215,",0.7390802357549324 -1.2409169475296942
"281 Dartmouth St,Boston, MA 02116,",0.7391913128718522 -1.2405178308723357
"206 S Market St,Boston, MA 02109,",0.7393424924189954 -1.2401273666847443
"Boston Logan International Airport,1 Harborside Dr, Ste 200 S,Boston, MA 02128,",0.7395155203416932 -1.2393943743061535
"44 Beach St,Boston, MA 02111,",0.7391967172838811 -1.240223063087631
"662 Centre St,Jamaica Plain, MA 02130,",0.7385192022848724 -1.2411501732596442
"468 Harrison Ave,Boston, MA 02118,",0.7390402197185071 -1.2402995669773986
"567 Bennington St,East Boston, MA 02128,",0.7397378094945721 -1.2394773563294177
"356 Tremont St,Boston, MA 02116,",0.7391445642278377 -1.240328983629276
"194 Blue Hill Ave,Roxbury, MA 02119,",0.7386113233807866 -1.2405184426102387
"2 Oliver St,Boston, MA 02110,",0.7392976138952743 -1.240106290961362
"111 Chelsea St,Boston, MA 02128,",0.7395669871393623 -1.2397777737449112
"179 Washington St,Dorchester, MA 02121,",0.7383583012537959 -1.2405336226114076
"66 Hereford St,Boston, MA 02115,",0.7391434891050185 -1.2406496468640926
"606 Congress St,Boston, MA 02210,",0.7391366683583016 -1.2398450457156
"417 Washington St,Corner Mall,Boston, MA 02108,",0.7392752492462392 -1.2402213500469703
"107 Faneuil Hall Mrkt Pl,Ste 114,Boston, MA 02109,",0.7393478985763535 -1.2401174357613003
"89 South St,Boston, MA 94103,",0.7384177899286855 -1.2411751087786673
"775 Harrison Ave,Boston, MA 02118,",0.7389432021013767 -1.2404407580052321
"Dewey Sq,Boston, MA 02116,",0.7392292161872179 -1.240111144722012
"99A Cambridge St,Charlestown, MA 02129,",0.7397366951018448 -1.2405428292232121
"116 Savin Hill Ave,Dorchester, MA 02125,",0.7385001956493183 -1.2400935657657854
"180 Lincoln St,Boston, MA 02111,",0.7391801052400605 -1.2401800014516613
"200 Logan Airport,Terminal E,Boston, MA 02128,",0.7395090535528361 -1.23951580418751
"256 Marginal St,Boston, MA 02128,",0.739407494588992 -1.239737694876633
"147 Pearl St,Boston, MA 02110,",0.7392513600521026 -1.240095788442588
"25 School St,Boston, MA 02108,",0.7393045445977342 -1.2401913661630852
"88 Black Falcon Ave,Boston, MA 02210,",0.7390656919262755 -1.2395685948174169
"580 Commonwealth Ave,Boston, MA 02215,",0.7391526773908655 -1.240897257597738
"319 Hanover St,Boston, MA 02113,",0.7394161269874725 -1.2401044880362442
"58 Seaport Blvd,Ste 200,Boston, MA 02210,",0.7392219817974683 -1.239989954294741
"1333 Dorchester Ave,Dorchester, MA 02122,",0.7383887048893654 -1.2401913434738054
"400 Soldiers Rd,Boston, MA 02134,",0.7393453521409746 -1.2412249929066832
"160 Seaport Blvd,Boston, MA 02210,",0.7391797692641795 -1.239908152458029
"312 Northern Ave,South Boston, MA 02210,",0.7390994919725694 -1.2397403416684438
"367 E 8th St,Boston, MA 02127,",0.7388405008195368 -1.2399691595693676
"51 N St,Boston, MA 02127,",0.7389316358044237 -1.2397065442401434
"677 Huntington Ave,Boston, MA 02115,",0.7389149635467439 -1.2409456503419076
"100 Summer St,Boston, MA 02110,",0.739232796730178 -1.2401670703072332
"97 Causeway St,Boston, MA 02114,",0.7394286305262336 -1.2402424685309197
"50 Gloucester St,Boston, MA 02115,",0.739146045139708 -1.2406274742012753
"1102 Washington St,Boston, MA 02118,",0.7390701189539232 -1.2403067908951726
"1245 Commonwealth Ave,Boston, MA 02134,",0.7391764278313268 -1.2414633944105302
"166 Harvard Ave,Boston, MA 02134,",0.739196848183575 -1.241454439126138
"237 Newbury St,Boston, MA 02116,",0.7391678443020653 -1.2405928398875987
"10 High St,Boston, MA 02110,",0.7392341257984038 -1.2401487478407456
"750 Dudley St,Dorchester, MA 02125,",0.7386077681451004 -1.2403190361252043
"80 Brighton Ave,Allston, MA 02134,",0.7392133502716526 -1.2414122745894038
"234-236 Newbury St,Boston, MA 02116,",0.7391652996120158 -1.2405835128480758
"322 Washington St,Boston, MA 02108,",0.7392888392524597 -1.240180744089258
"140 Boylston St,Boston, MA 02116,",0.7392120159674396 -1.2403153726791043
"19 Poplar St,Roslindale, MA 02131,",0.7380610455022424 -1.2414094803172715
"204 Harvard Ave,Allston, MA 02134,",0.7391691532990043 -1.2414396430974042
"1111 Dorchester Ave,Dorchester, MA 02125,",0.7385184535386234 -1.2401626075003358
"4197 Washington St,Roslindale, MA 02131,",0.7380741686328882 -1.2413865519268878
"26 Province St,Boston, MA 02108,",0.7392959933570639 -1.240202975220605
"32 Bromfield St,Boston, MA 02108,",0.7392874072098086 -1.2402125021003272
"332 W Broadway,Boston, MA 02127,",0.73896765852752 -1.2400302068232796
"173 Massachusetts Ave,Boston, MA 02135,",0.7390988933246359 -1.240684374552884
"1 Pier 7,Charlestown, MA 02129,",0.7396052159586334 -1.240046223709825
"9A Tyler St,Boston, MA 02111,",0.7391894401335649 -1.2402198508091427
"529 Main St,Boston, MA 02129,",0.7397773883260196 -1.2403914079479674
"520 Columbus Ave,Boston, MA 02118,",0.7390312574527982 -1.2405542157512521
"151 Pearl St,Boston, MA 02110,",0.7392508486706315 -1.2400941888483283
"39 Dalton St,The Sheraton Boston Hotel,Boston, MA 02199,",0.7391071094620898 -1.240634257423413
"14 Bromfield St,Boston, MA 02108,",0.7392851260644763 -1.24020722247934
"764 E 4th St,Boston, MA 02127,",0.7389069516128127 -1.2397463202937964
"1 Brighton Ave,Boston, MA 02134,",0.7392175765864364 -1.2413509899707138
"2387 Washington St,Roxbury, MA 02119,",0.7388069093400883 -1.2406450557754953
"69 Bromfield St,Boston, MA 02108,",0.7392935568774283 -1.2402227628909996
"1509 Blue Hill Ave,Mattapan, MA 02126,",0.7378161173396577 -1.240798660457634
"679 Canterbury St,Roslindale, MA 02131,",0.7380431436601047 -1.2410805468397943
"692 Columbia Rd,Dorchester, MA 02125,",0.7386498393067197 -1.2402490370775592
"581 Washington St,Boston, MA 02111,",0.7392312721850766 -1.2402558290263435
